id,name,brand,model,price_inr,price_segment,cpu,cpu_generation,ram_gb,ram_upgradeable,storage,storage_upgradeable,gpu,gpu_type,screen_size,screen_resolution,display_type,refresh_rate,battery_wh,estimated_battery_score,weight_kg,estimated_portability_score,gaming_score,future_proof_score,ai_ml_score,coding_score,mba_score,marketing_score,design_score,mechanical_score,civil_score,electronics_score,best_for,pros,cons,india_availability,purchase_links,last_verified_date,major_fit,community_sentiment
76,Dell Inspiron 15 3530 (i5),Dell,Inspiron 15 3530 (i5),51990,Mid Range,Intel Core i5-1334U,13th Gen,8,true,512 GB SSD,true,Intel Iris Xe,Integrated,15.6,1920x1080 FHD,IPS,120,54,7.0,1.65,6.3,4.5,5.2,3.2,5.8,6.8,7.0,5.8,4.0,4.6,4.3,"marketing & media, MBA & business",120Hz; capable i5; upgradeable,Only 8GB at base; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Inspiron+15+3530+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Inspiron+15+3530+laptop,2026-06-15,Marketing,Average
77,Dell Inspiron 15 (Ryzen 5),Dell,Inspiron 15 (Ryzen 5),51990,Mid Range,AMD Ryzen 5 7530U,Ryzen 7030,16,true,512 GB SSD,true,AMD Radeon Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,54,7.0,1.66,6.3,3.7,6.0,4.0,6.7,6.8,6.9,5.6,5.0,5.1,5.6,"marketing & media, MBA & business, programming & development",16GB value; upgradeable; good battery,Old-gen CPU; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Inspiron+15+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Inspiron+15+laptop,2026-06-15,Humanities,Average
78,Dell Inspiron 15 5530 (i5),Dell,Inspiron 15 5530 (i5),61990,Mid Range,Intel Core i5-1334U,13th Gen,16,true,512 GB SSD,true,Intel Iris Xe,Integrated,15.6,1920x1080 FHD,IPS,60,54,7.0,1.62,6.3,3.8,6.0,3.9,6.7,6.8,6.9,5.7,5.0,5.0,5.6,"marketing & media, MBA & business, programming & development",16GB; solid build; upgradeable,U-series CPU; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Inspiron+15+5530+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Inspiron+15+5530+laptop,2026-06-15,Humanities,Average
79,Dell G15 5530 (RTX3050),Dell,G15 5530 (RTX3050),69990,Mid Range,Intel Core i5-13450HX,13th Gen,16,true,512 GB SSD,true,NVIDIA GeForce RTX 3050,Dedicated,15.6,1920x1080 FHD,IPS,120,56,3.2,2.65,2.4,6.4,6.3,6.0,6.3,3.2,4.7,6.6,6.4,6.6,6.7,"electronics & simulation, design & creative work, civil engineering (AutoCAD)",Affordable gaming; CUDA; upgradeable,Very heavy; entry GPU; plasticky,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+G15+5530+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+G15+5530+laptop,2026-06-15,Humanities,Good
80,Dell Inspiron 14 5440 (Ultra5),Dell,Inspiron 14 5440 (Ultra5),71990,Mid Range,Intel Core Ultra 5 125H,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,54,7.0,1.55,7.0,4.2,6.6,4.3,7.1,7.0,7.1,5.9,5.8,6.0,6.3,"programming & development, marketing & media, MBA & business",Arc iGPU; 16GB; upgradeable; portable,No OLED; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Inspiron+14+5440+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Inspiron+14+5440+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Average
81,Dell Inspiron 14 5440 (i7),Dell,Inspiron 14 5440 (i7),79990,Upper Mid,Intel Core i7-1355U,13th Gen,16,true,1 TB SSD,true,Intel Iris Xe,Integrated,14.0,1920x1200 FHD+,IPS,60,54,7.0,1.5,7.0,3.8,6.0,4.1,6.9,7.0,7.1,5.7,5.2,5.4,5.9,"marketing & media, MBA & business, programming & development",16GB; 1TB; upgradeable; clean design,60Hz; no dGPU; soldered + 1 slot,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Inspiron+14+5440+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Inspiron+14+5440+laptop,2026-06-15,MBA; Marketing; Medical; Finance; Humanities,Average
82,Dell Inspiron 16 5640 (Ultra7),Dell,Inspiron 16 5640 (Ultra7),84990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,16,true,1 TB SSD,true,Intel Arc Graphics,Integrated,16.0,1920x1200 FHD+,IPS,60,64,7.8,1.9,6.0,4.2,6.6,4.5,7.5,6.9,7.0,5.9,6.0,6.4,6.6,"programming & development, marketing & media, MBA & business",Big 16-inch; 16GB; 1TB; upgradeable,60Hz; no dGPU; heavier,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Inspiron+16+5640+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Inspiron+16+5640+laptop,2026-06-15,Computer Science; Marketing; Medical; Finance; Humanities,Good
83,Dell G15 5530 (i7 RTX4050),Dell,G15 5530 (i7 RTX4050),89990,Upper Mid,Intel Core i7-13650HX,13th Gen,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4050,Dedicated,15.6,1920x1080 FHD,IPS,120,86,4.8,2.65,3.0,6.9,7.0,6.8,6.9,3.9,5.4,6.9,7.0,7.3,7.2,"civil engineering (AutoCAD), electronics & simulation, mechanical engineering (CAD/CAE)",120Hz; RTX4050; big battery; sturdy,Heavy; bulky; FHD only,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+G15+5530+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+G15+5530+laptop,2026-06-15,Mechanical; Civil; Electronics,Good
84,Dell Inspiron 14 Plus 7440,Dell,Inspiron 14 Plus 7440,94990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2560x1600 WQXGA,IPS,60,64,7.8,1.55,7.3,4.2,6.2,4.5,7.6,7.8,7.7,6.2,6.0,6.4,6.6,"MBA & business, marketing & media, programming & development",QHD+; strong CPU; good battery; 1TB,Soldered RAM; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Inspiron+14+Plus+7440+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Inspiron+14+Plus+7440+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
85,Dell Dell 14 Plus (DC14280),Dell,Dell 14 Plus (DC14280),94990,Upper Mid,Intel Core Ultra 7 255H,Core Ultra Series 2,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2560x1600 WQXGA,IPS,90,64,7.8,1.55,7.3,4.6,6.7,4.5,7.7,7.8,7.7,6.2,6.0,6.5,6.7,"MBA & business, programming & development, marketing & media",New Core Ultra; QHD+ 90Hz; good battery,Soldered RAM; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Dell+14+Plus+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Dell+14+Plus+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
86,Dell Dell 16 Plus (DC16280),Dell,Dell 16 Plus (DC16280),97990,Upper Mid,Intel Core Ultra 7 255H,Core Ultra Series 2,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,16.0,2560x1600 WQXGA,IPS,90,90,10.0,1.85,6.8,4.6,6.7,4.5,8.1,7.8,8.2,6.2,6.0,6.5,6.7,"marketing & media, programming & development, MBA & business",Big QHD+; strong CPU; big battery,Soldered RAM; no dGPU; heavier,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+Dell+16+Plus+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Dell+16+Plus+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
87,Dell G15 5535 (RTX4060),Dell,G15 5535 (RTX4060),104990,Upper Mid,AMD Ryzen 7 7840HS,Ryzen 7040,16,true,1 TB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,15.6,1920x1080 FHD,IPS,165,86,4.8,2.81,3.0,7.9,7.0,7.6,6.9,3.9,5.4,7.3,7.4,7.8,7.5,"gaming, civil engineering (AutoCAD), AI/ML & deep learning",RTX 4060; 165Hz; CUDA; upgradeable,Very heavy; FHD only; bulky,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+G15+5535+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+G15+5535+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Excellent
88,Dell G15 (i7 RTX4060),Dell,G15 (i7 RTX4060),104990,Upper Mid,Intel Core i7-13650HX,13th Gen,16,true,1 TB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,15.6,1920x1080 FHD,IPS,165,86,4.8,2.81,3.0,7.9,7.0,7.6,6.9,3.9,5.4,7.3,7.4,7.8,7.5,"gaming, civil engineering (AutoCAD), AI/ML & deep learning",RTX 4060; strong CPU; CUDA; upgradeable,Very heavy; FHD only; battery,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+G15+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+G15+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Excellent
89,Dell XPS 13 9345 (Snapdragon),Dell,XPS 13 9345 (Snapdragon),129990,Premium,Snapdragon X Elite,Snapdragon X,16,false,512 GB SSD,true,Qualcomm Adreno,Integrated,13.4,2560x1600 WQXGA,IPS,120,55,9.3,1.18,8.8,4.7,6.7,4.4,8.1,9.1,8.8,6.2,5.7,6.1,6.5,"MBA & business, marketing & media, programming & development",Excellent battery; light; cool/quiet,ARM compatibility; limited ports,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+XPS+13+9345+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+XPS+13+9345+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Excellent
90,Dell Latitude 5450,Dell,Latitude 5450,129990,Premium,Intel Core Ultra 5 135U,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,54,7.0,1.4,7.5,3.6,5.6,4.2,7.4,7.7,7.2,5.5,5.2,5.4,6.0,"MBA & business, programming & development, marketing & media",Business reliability; upgradeable; secure,No dGPU; plain display; pricey,Available,Amazon: https://www.amazon.in/s?k=Dell+Latitude+5450+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Latitude+5450+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Average
91,Dell XPS 13 9340 OLED,Dell,XPS 13 9340 OLED,144990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,512 GB SSD,true,Intel Arc Graphics,Integrated,13.4,2880x1800 2.8K,OLED,60,55,7.0,1.19,8.0,4.3,6.2,4.5,7.6,8.1,8.5,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Premium ultraportable; OLED; superb build,Soldered RAM; limited ports; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+XPS+13+9340+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+XPS+13+9340+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
92,Dell XPS 13 9350 OLED (Lunar),Dell,XPS 13 9350 OLED (Lunar),154990,Premium,Intel Core Ultra 7 258V,Core Ultra Series 2,16,false,512 GB SSD,true,Intel Arc 140V,Integrated,13.4,2880x1800 2.8K,OLED,60,55,7.8,1.18,8.3,4.6,7.4,4.4,7.7,8.5,8.8,7.8,6.0,6.5,6.7,"marketing & media, MBA & business, design & creative work",Lunar Lake battery; OLED; premium build,Soldered RAM; limited ports; pricey,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+XPS+13+9350+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+XPS+13+9350+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
93,Dell G16 7630 (RTX4070),Dell,G16 7630 (RTX4070),164990,Premium,Intel Core i9-13900HX,13th Gen,16,true,1 TB SSD,true,NVIDIA GeForce RTX 4070,Dedicated,16.0,2560x1600 WQXGA,IPS,240,86,4.8,2.86,3.0,8.6,7.0,7.8,7.2,4.4,5.7,7.9,7.9,8.4,7.9,"gaming, civil engineering (AutoCAD), design & creative work",QHD+ 240Hz; RTX 4070; CUDA; upgradeable,Very heavy; battery; loud,Available,Amazon: https://www.amazon.in/s?k=Dell+G16+7630+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+G16+7630+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
94,Dell Alienware 16 Aurora (RTX5060),Dell,Alienware 16 Aurora (RTX5060),164990,Premium,Intel Core Ultra 7 255HX,Core Ultra Series 2,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,16.0,2560x1600 WQXGA,IPS,240,96,5.6,2.6,3.9,8.3,8.6,7.8,7.4,5.0,6.2,7.7,7.7,8.2,7.8,"gaming, civil engineering (AutoCAD), AI/ML & deep learning",QHD+ 240Hz; RTX 5060; big battery; upgradeable,Heavy; loud; premium price,Available,Amazon: https://www.amazon.in/s?k=Dell+Alienware+16+Aurora+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Alienware+16+Aurora+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
95,Dell XPS 14 9440 OLED,Dell,XPS 14 9440 OLED,184990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.5,3200x2000 3.2K,OLED,120,70,8.6,1.69,6.9,4.8,6.2,4.5,8.0,8.2,8.7,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Stunning 3.2K OLED; premium; 1TB,Soldered RAM; no dGPU at base; expensive,Widely Available,Amazon: https://www.amazon.in/s?k=Dell+XPS+14+9440+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+XPS+14+9440+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
96,Dell Alienware m16 R2 (RTX4070),Dell,Alienware m16 R2 (RTX4070),229990,Premium,Intel Core Ultra 9 185H,Core Ultra Series 1,32,true,1 TB SSD,true,NVIDIA GeForce RTX 4070,Dedicated,16.0,2560x1600 WQXGA,IPS,240,90,5.6,2.46,3.9,8.6,7.3,8.5,8.2,5.0,6.2,7.9,8.9,8.9,9.1,"electronics & simulation, mechanical engineering (CAD/CAE), civil engineering (AutoCAD)",RTX 4070; 240Hz; 32GB; render/AI; upgradeable,Heavy; loud; expensive,Available,Amazon: https://www.amazon.in/s?k=Dell+Alienware+m16+R2+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Alienware+m16+R2+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
97,Dell XPS 16 9640 (RTX4070),Dell,XPS 16 9640 (RTX4070),289990,Premium,Intel Core Ultra 9 185H,Core Ultra Series 1,32,false,1 TB SSD,true,NVIDIA GeForce RTX 4070,Dedicated,16.3,3840x2400 4K,OLED,90,100,6.3,2.13,4.8,7.5,6.9,8.5,8.4,6.5,7.3,9.2,8.9,8.9,9.1,"design & creative work, electronics & simulation, mechanical engineering (CAD/CAE)",4K OLED; RTX 4070; 32GB; creator flagship,Soldered RAM; heavy for class; very expensive,Available,Amazon: https://www.amazon.in/s?k=Dell+XPS+16+9640+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+XPS+16+9640+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Marketing; Design; Finance,Good
98,Dell Alienware m18 R2 (RTX5070Ti),Dell,Alienware m18 R2 (RTX5070Ti),359990,Premium,Intel Core Ultra 9 275HX,Core Ultra Series 2,32,true,1 TB SSD,true,NVIDIA GeForce RTX 5070 Ti,Dedicated,18.0,2560x1600 QHD+,IPS,240,97,5.6,3.9,3.3,9.0,9.3,9.2,8.3,4.7,6.0,8.2,9.3,9.2,9.2,"mechanical engineering (CAD/CAE), AI/ML & deep learning, civil engineering (AutoCAD)",Desktop-class RTX5070Ti; 18-inch 240Hz; massive cooling,Very heavy; very expensive; poor battery,Available,Amazon: https://www.amazon.in/s?k=Dell+Alienware+m18+R2+laptop | Flipkart: https://www.flipkart.com/search?q=Dell+Alienware+m18+R2+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Good
99,HP HP 245 G10,HP,HP 245 G10,31990,Budget,AMD Ryzen 3 7320U,Ryzen 7020,8,false,512 GB SSD,true,AMD Radeon 610M,Integrated,14.0,1920x1080 FHD,IPS,60,41,5.6,1.47,6.5,3.4,4.8,2.9,4.9,6.1,6.5,5.5,3.4,3.8,3.7,marketing & media,Compact; cheap; FHD IPS,Soldered RAM; weak CPU; basic,Widely Available,Amazon: https://www.amazon.in/s?k=HP+HP+245+G10+laptop | Flipkart: https://www.flipkart.com/search?q=HP+HP+245+G10+laptop,2026-06-15,Humanities,Poor
100,HP HP 250 G9,HP,HP 250 G9,34990,Budget,Intel Core i3-1215U,12th Gen,8,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,41,5.6,1.74,5.9,3.2,4.7,2.9,4.9,5.9,6.3,5.4,3.2,3.6,3.6,"everyday use, browsing & office work",Affordable; upgradeable,Older CPU; plain build,Widely Available,Amazon: https://www.amazon.in/s?k=HP+HP+250+G9+laptop | Flipkart: https://www.flipkart.com/search?q=HP+HP+250+G9+laptop,2026-06-15,Humanities,Poor
101,HP HP Laptop 14 (i3),HP,HP Laptop 14 (i3),35990,Budget,Intel Core i3-1315U,13th Gen,8,true,512 GB SSD,true,Intel UHD Graphics,Integrated,14.0,1920x1080 FHD,IPS,60,41,5.6,1.39,7.0,3.2,5.2,3.0,5.0,6.3,6.7,5.4,3.3,3.8,3.7,marketing & media,Portable 14-inch; cheap; upgradeable,Entry CPU; 8GB to start,Widely Available,Amazon: https://www.amazon.in/s?k=HP+HP+Laptop+14+laptop | Flipkart: https://www.flipkart.com/search?q=HP+HP+Laptop+14+laptop,2026-06-15,Humanities,Poor
102,HP HP 15s (i3),HP,HP 15s (i3),36990,Budget,Intel Core i3-1315U,13th Gen,8,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,41,5.6,1.59,6.5,3.2,5.2,3.0,5.0,6.1,6.5,5.4,3.3,3.8,3.7,marketing & media,Mainstream value; upgradeable; bundled Office,Entry CPU; 8GB to start,Widely Available,Amazon: https://www.amazon.in/s?k=HP+HP+15s+laptop | Flipkart: https://www.flipkart.com/search?q=HP+HP+15s+laptop,2026-06-15,Humanities,Poor
103,HP HP 15 (Ryzen 5),HP,HP 15 (Ryzen 5),43990,Budget,AMD Ryzen 5 7430U,Ryzen 7030,16,true,512 GB SSD,true,AMD Radeon Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,41,5.6,1.59,6.5,3.6,5.6,3.9,6.1,6.1,6.5,5.6,4.9,4.9,5.5,marketing & media,16GB value; upgradeable; FHD IPS,Old-gen CPU; integrated graphics,Widely Available,Amazon: https://www.amazon.in/s?k=HP+HP+15+laptop | Flipkart: https://www.flipkart.com/search?q=HP+HP+15+laptop,2026-06-15,Humanities,Average
104,HP Pavilion 15 (i5),HP,Pavilion 15 (i5),61990,Mid Range,Intel Core i5-1334U,13th Gen,16,true,512 GB SSD,true,Intel Iris Xe,Integrated,15.6,1920x1080 FHD,IPS,60,41,5.6,1.75,5.9,3.8,6.0,3.9,6.3,6.2,6.3,5.7,5.0,5.0,5.6,"everyday use, browsing & office work",Balanced everyday laptop; 16GB; upgradeable,U-series CPU; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Pavilion+15+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Pavilion+15+laptop,2026-06-15,Humanities,Average
105,HP Victus 15 (RTX3050),HP,Victus 15 (RTX3050),61990,Mid Range,Intel Core i5-12450H,12th Gen,16,true,512 GB SSD,true,NVIDIA GeForce RTX 3050,Dedicated,15.6,1920x1080 FHD,IPS,144,52,3.2,2.29,3.7,6.6,5.8,5.7,5.9,3.7,5.1,6.6,6.0,6.0,6.2,"gaming, design & creative work",Budget gaming; CUDA; upgradeable,Heavy; entry GPU; small battery,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Victus+15+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Victus+15+laptop,2026-06-15,Humanities,Good
106,HP Pavilion x360 14,HP,Pavilion x360 14,67990,Mid Range,Intel Core Ultra 5 125U,Core Ultra Series 1,16,false,512 GB SSD,true,Intel Graphics,Integrated,14.0,1920x1080 FHD,IPS (Touch),60,43,5.6,1.5,6.5,3.5,5.2,4.2,6.7,6.9,6.5,5.5,5.2,5.4,6.0,"MBA & business, programming & development, marketing & media",Convertible; touch; light; pen support,Soldered RAM; 60Hz FHD; no dGPU,Available,Amazon: https://www.amazon.in/s?k=HP+Pavilion+x360+14+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Pavilion+x360+14+laptop,2026-06-15,Humanities,Average
107,HP Pavilion Aero 13,HP,Pavilion Aero 13,69990,Mid Range,AMD Ryzen 5 8640U,Ryzen 8040,16,false,512 GB SSD,true,AMD Radeon 760M,Integrated,13.3,1920x1200 WUXGA,IPS,60,43,5.6,0.97,8.5,4.0,5.9,4.0,6.6,7.5,7.1,5.8,5.3,5.4,5.9,"MBA & business, marketing & media, programming & development",Sub-1kg; very portable; good value ultrabook,Soldered RAM; small battery; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Pavilion+Aero+13+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Pavilion+Aero+13+laptop,2026-06-15,MBA; Marketing; Finance,Good
108,HP Pavilion 14 (Ultra5),HP,Pavilion 14 (Ultra5),71990,Mid Range,Intel Core Ultra 5 125H,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,51,7.0,1.39,7.5,4.2,6.6,4.3,7.1,7.2,7.2,5.9,5.8,6.0,6.3,"MBA & business, marketing & media, programming & development",Arc iGPU; 16GB; upgradeable; portable,No OLED; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Pavilion+14+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Pavilion+14+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
109,HP OmniBook 14 (Ryzen AI),HP,OmniBook 14 (Ryzen AI),72990,Mid Range,AMD Ryzen AI 7 350,Ryzen AI 300,16,false,512 GB SSD,true,AMD Radeon 880M,Integrated,14.0,2240x1400 2.2K,IPS,60,59,7.0,1.34,7.5,4.3,7.4,4.5,7.5,7.6,7.6,6.3,6.0,6.6,6.8,"MBA & business, marketing & media, programming & development",Copilot+ NPU; light; good battery,Soldered RAM; no dGPU; no OLED,Widely Available,Amazon: https://www.amazon.in/s?k=HP+OmniBook+14+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OmniBook+14+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
110,HP Victus 15 (RTX4050),HP,Victus 15 (RTX4050),73990,Mid Range,AMD Ryzen 5 7535HS,Ryzen 7035,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4050,Dedicated,15.6,1920x1080 FHD,IPS,144,52,3.2,2.29,3.7,7.1,6.6,6.5,6.1,3.7,5.1,6.9,6.6,6.7,6.7,"gaming, design & creative work, civil engineering (AutoCAD)",RTX 4050 value; CUDA; 144Hz,Heavy; FHD only; small battery,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Victus+15+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Victus+15+laptop,2026-06-15,Humanities,Good
111,HP Victus 15 (RTX4050 Ryzen),HP,Victus 15 (RTX4050 Ryzen),79990,Upper Mid,AMD Ryzen 5 8645HS,Ryzen 8040,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4050,Dedicated,15.6,1920x1080 FHD,IPS,144,70,4.0,2.29,4.0,7.1,7.6,6.7,6.5,4.0,5.4,6.9,6.7,6.9,6.9,"gaming, design & creative work, civil engineering (AutoCAD)",144Hz; RTX4050; value gaming; upgradeable,Heavy; average battery; FHD only,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Victus+15+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Victus+15+laptop,2026-06-15,Humanities,Good
112,HP EliteBook 645 G11,HP,EliteBook 645 G11,89990,Upper Mid,AMD Ryzen 7 7735U,Ryzen 7035,16,true,512 GB SSD,true,AMD Radeon 680M,Integrated,14.0,1920x1080 FHD,IPS,60,51,7.0,1.4,7.5,3.6,6.0,4.3,7.5,7.7,7.2,5.5,5.3,5.7,6.2,"MBA & business, programming & development, marketing & media",Business durability; upgradeable; security features; good keyboard,60Hz FHD; no dGPU; plain design,Available,Amazon: https://www.amazon.in/s?k=HP+EliteBook+645+G11+laptop | Flipkart: https://www.flipkart.com/search?q=HP+EliteBook+645+G11+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
113,HP Pavilion Plus 14 OLED,HP,Pavilion Plus 14 OLED,97990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,16,true,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2880x1800 2.8K,OLED,90,68,8.6,1.4,8.1,4.6,6.6,4.5,7.8,8.3,9.0,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",OLED; strong CPU; upgradeable; 1TB,No dGPU; modest cooling,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Pavilion+Plus+14+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Pavilion+Plus+14+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
114,HP Victus 15 (i7 RTX5050),HP,Victus 15 (i7 RTX5050),104990,Upper Mid,Intel Core i7-13620H,13th Gen,24,true,1 TB SSD,true,NVIDIA GeForce RTX 5050,Dedicated,15.6,1920x1080 FHD,IPS,144,70,4.0,2.29,4.0,7.3,8.0,7.8,7.0,4.0,5.4,7.1,7.5,7.3,7.7,"AI/ML & deep learning, electronics & simulation, mechanical engineering (CAD/CAE)",RTX 5050; 24GB; 1TB; CUDA; popular,Heavy; FHD only; loud fans,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Victus+15+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Victus+15+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
115,HP Victus 16 (RTX4060),HP,Victus 16 (RTX4060),104990,Upper Mid,AMD Ryzen 7 8845HS,Ryzen 8040,16,true,1 TB SSD,true,NVIDIA GeForce RTX 4060,Dedicated,16.1,1920x1080 FHD,IPS,144,70,4.0,2.37,3.4,7.7,7.6,7.6,6.7,3.8,5.2,7.3,7.4,7.8,7.5,"civil engineering (AutoCAD), gaming, AI/ML & deep learning",16-inch; RTX 4060; CUDA; good cooling,Heavy; FHD only; battery,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Victus+16+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Victus+16+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Excellent
